"AÑO","MES","PROVINCIA","INDICADOR_ADR","TASA_VARIACION_ADR","INDICADOR_RVPAR","TASA_VARIACION_RVPAR"
2021,1,"La Coruña",44.72,-10.82,4.99,-65.74
2021,2,"La Coruña",42.88,-16.65,5.39,-69.24
2021,3,"La Coruña",45.29,-7.33,8.02,-22.46
2021,4,"La Coruña",47.23,0,9.04,0
2021,5,"La Coruña",53.9,0,12.29,0
2021,6,"La Coruña",57.71,12.8,20.02,115.33
2021,7,"La Coruña",67.63,18.8,36.7,93.69
2021,8,"La Coruña",77.24,23.61,55.11,107.7
2021,9,"La Coruña",63.94,25.45,35.14,179.24
2021,10,"La Coruña",65.44,38.49,30.6,234.25
2021,11,"La Coruña",59.83,40.33,21.89,306.87
2021,12,"La Coruña",56.25,27.3,15.67,208.88
2022,1,"La Coruña",49.78,11.32,11.72,134.99
2022,2,"La Coruña",51.82,20.85,16.53,206.77
2022,3,"La Coruña",53.16,17.39,19.23,139.86
2022,4,"La Coruña",65.7,39.09,30,231.93
2022,5,"La Coruña",68.85,27.75,36.31,195.52
2022,6,"La Coruña",72.84,26.22,42.15,110.54
2022,7,"La Coruña",75.24,11.25,49.03,33.58
2022,8,"La Coruña",83.65,8.3,61.63,11.84
2022,9,"La Coruña",75.16,17.54,48.32,37.51
2022,10,"La Coruña",70.94,8.4,39.79,30.05
2022,11,"La Coruña",59.59,-0.4,25.27,15.45
2022,12,"La Coruña",60.62,7.77,20.65,31.8
2023,1,"La Coruña",54.27,9.02,16.28,38.82
2023,2,"La Coruña",54.01,4.23,18.77,13.54
2023,3,"La Coruña",56.15,5.61,22.51,17.06
2023,4,"La Coruña",66.09,0.59,34.32,14.4
2023,5,"La Coruña",74.33,7.95,41.55,14.42
2023,6,"La Coruña",77.78,6.78,45.27,7.39
2023,7,"La Coruña",77.44,2.93,47.19,-3.76
2023,8,"La Coruña",85.68,2.42,62.48,1.38
2023,9,"La Coruña",79.83,6.21,51.06,5.67
2023,10,"La Coruña",77.27,8.93,45.17,13.53
2023,11,"La Coruña",62.04,4.11,25.33,0.23
2023,12,"La Coruña",59.9,-1.2,19.45,-5.79
2021,1,"Albacete",41.94,-11.12,7.41,-39.94
2021,2,"Albacete",43.55,-4.51,10.82,-37.46
2021,3,"Albacete",42.94,-9.13,11.34,0.55
2021,4,"Albacete",46.61,0,12.06,0
2021,5,"Albacete",45.92,0,14.44,0
2021,6,"Albacete",48.4,10.15,17.38,38.02
2021,7,"Albacete",48.51,4.83,18.46,18.57
2021,8,"Albacete",52.7,6.23,21.56,27.75
2021,9,"Albacete",50.82,8.26,21.31,49.32
2021,10,"Albacete",49.15,5.75,21.02,43.7
2021,11,"Albacete",48.28,12.88,19.46,86.9
2021,12,"Albacete",50.98,14.95,17.58,82.39
2022,1,"Albacete",47.72,13.77,12.14,63.88
2022,2,"Albacete",50.1,15.04,18.98,75.45
2022,3,"Albacete",49.74,15.82,16.55,45.93
2022,4,"Albacete",53.09,13.89,21.49,78.18
2022,5,"Albacete",49.16,7.06,21.4,48.15
2022,6,"Albacete",49.43,2.12,21.03,21.02
2022,7,"Albacete",49.35,1.73,19.08,3.35
2022,8,"Albacete",52.85,0.28,22.82,5.82
2022,9,"Albacete",55.01,8.25,26.87,26.08
2022,10,"Albacete",50.32,2.39,22.77,8.36
2022,11,"Albacete",50.07,3.72,22.55,15.87
2022,12,"Albacete",52.58,3.15,17.97,2.19
2023,1,"Albacete",50.93,6.73,15.84,30.41
2023,2,"Albacete",53.41,6.61,21.38,12.69
2023,3,"Albacete",52.46,5.47,21.57,30.38
2023,4,"Albacete",52.93,-0.3,24.45,13.81
2023,5,"Albacete",48.76,-0.82,21.62,1.03
2023,6,"Albacete",53.53,8.28,25.21,19.9
2023,7,"Albacete",52.68,6.77,22.77,19.34
2023,8,"Albacete",55.4,4.83,25.6,12.17
2023,9,"Albacete",59.94,8.96,30.72,14.34
2023,10,"Albacete",53,5.32,26.26,15.3
2023,11,"Albacete",51.64,3.13,25.36,12.46
2023,12,"Albacete",56.29,7.04,20.08,11.79
2021,1,"Alicante",57.57,-1.32,11.91,-61.36
2021,2,"Alicante",54.85,-9.47,10.58,-70.69
2021,3,"Alicante",69.53,24.13,17.17,-20.3
2021,4,"Alicante",82.29,0,22.4,0
2021,5,"Alicante",82.62,0,27.93,0
2021,6,"Alicante",91.81,48.79,42.92,224.58
2021,7,"Alicante",106.51,12.79,65.6,83.52
2021,8,"Alicante",123.35,21.03,96.44,80.93
2021,9,"Alicante",94.19,14.82,58.92,130.6
2021,10,"Alicante",79.69,17.9,47.98,140.9
2021,11,"Alicante",71.47,15.54,30.83,172.48
2021,12,"Alicante",73.95,16.26,26.06,83.52
2022,1,"Alicante",67.36,17,22.38,87.86
2022,2,"Alicante",69.39,26.5,33.4,215.58
2022,3,"Alicante",66.72,-4.03,36.58,112.98
2022,4,"Alicante",78.06,-5.14,50.51,125.43
2022,5,"Alicante",80.49,-2.58,56.29,101.52
2022,6,"Alicante",96.36,4.96,71.25,66
2022,7,"Alicante",118.48,11.24,93.65,42.76
2022,8,"Alicante",131.91,6.94,112.79,16.94
2022,9,"Alicante",99.89,6.05,76.14,29.22
2022,10,"Alicante",81.02,1.67,55.63,15.96
2022,11,"Alicante",67.39,-5.71,41.51,34.64
2022,12,"Alicante",73.85,-0.13,38.45,47.51
2023,1,"Alicante",69.91,3.79,34.59,54.57
2023,2,"Alicante",67.49,-2.74,37.9,13.47
2023,3,"Alicante",71.42,7.04,45.27,23.75
2023,4,"Alicante",82.68,5.92,59.22,17.25
2023,5,"Alicante",85.94,6.77,61.75,9.7
2023,6,"Alicante",105.26,9.23,79.8,11.99
2023,7,"Alicante",130.79,10.39,104.84,11.95
2023,8,"Alicante",139.2,5.53,118.35,4.93
2023,9,"Alicante",109.45,9.57,86.61,13.75
2023,10,"Alicante",91.44,12.87,67.05,20.53
2023,11,"Alicante",76.08,12.89,45.55,9.73
2023,12,"Alicante",77.83,5.39,42.58,10.74
2021,1,"Álava",50.8,-10.5,11.59,-57
2021,2,"Álava",48.53,-24.35,12.83,-63.55
2021,3,"Álava",53.29,-9.03,16.36,10.32
2021,4,"Álava",57.07,0,18.19,0
2021,5,"Álava",58.91,0,20.48,0
2021,6,"Álava",61.45,17.22,27.38,103.8
2021,7,"Álava",73.3,11,43.06,51.99
2021,8,"Álava",86.08,19.59,67.38,85.87
2021,9,"Álava",79.77,31.45,50.25,101.22
2021,10,"Álava",82.85,35.35,56.78,128.88
2021,11,"Álava",69.96,46.26,40.36,191.98
2021,12,"Álava",64.57,31.71,30.17,150.46
2022,1,"Álava",52.29,2.94,19.12,65.03
2022,2,"Álava",54.96,13.24,27.32,112.97
2022,3,"Álava",67.75,27.14,36.91,125.64
2022,4,"Álava",73.32,28.47,43.15,137.21
2022,5,"Álava",79.37,34.74,50.52,146.69
2022,6,"Álava",84.56,37.61,56.97,108.05
2022,7,"Álava",88.74,21.06,66.06,53.43
2022,8,"Álava",92.92,7.94,74.77,10.98
2022,9,"Álava",83.61,4.81,59.26,17.93
2022,10,"Álava",83.66,0.98,57.29,0.9
2022,11,"Álava",71.11,1.65,41.92,3.87
2022,12,"Álava",66.45,2.92,33.6,11.37
2023,1,"Álava",56.41,7.87,27.54,44.03
2023,2,"Álava",63.52,15.58,34.6,26.66
2023,3,"Álava",68.71,1.41,38.65,4.71
2023,4,"Álava",77.91,6.26,48.06,11.39
2023,5,"Álava",81.54,2.74,51.99,2.91
2023,6,"Álava",91.05,7.68,61.93,8.69
2023,7,"Álava",90.53,2.02,69.75,5.59
2023,8,"Álava",91.74,-1.26,74.7,-0.1
2023,9,"Álava",87.7,4.89,67.58,14.05
2023,10,"Álava",83.6,-0.07,58.27,1.71
2023,11,"Álava",73.01,2.67,44.19,5.41
2023,12,"Álava",71.03,6.89,37.01,10.12
2021,1,"Almería",47.86,-7.7,9.34,-50.06
2021,2,"Almería",47.05,-9.94,9.36,-64.94
2021,3,"Almería",50.93,6.77,11.81,-42.23
2021,4,"Almería",48.67,0,12.77,0
2021,5,"Almería",56.1,0,18.34,0
2021,6,"Almería",76.7,28.02,34.48,115.49
2021,7,"Almería",99.89,14.21,64.12,86.52
2021,8,"Almería",120.73,22.5,93.63,91.82
2021,9,"Almería",79.39,8.72,47.33,95.24
2021,10,"Almería",65.45,11.9,31.05,90.43
2021,11,"Almería",58.95,27.19,25.95,177.73
2021,12,"Almería",55.9,23.61,20.72,143.35
2022,1,"Almería",53.81,12.44,17.35,85.74
2022,2,"Almería",54.4,15.62,21.14,125.93
2022,3,"Almería",52.11,2.32,25.4,115.03
2022,4,"Almería",60.67,24.65,30.49,138.86
2022,5,"Almería",64.41,14.82,31.15,69.89
2022,6,"Almería",83.74,9.17,48.7,41.25
2022,7,"Almería",117.67,17.8,87.77,36.89
2022,8,"Almería",137.83,14.17,114.12,21.88
2022,9,"Almería",88.04,10.89,58.99,24.65
2022,10,"Almería",67.91,3.77,33.67,8.42
2022,11,"Almería",58.65,-0.5,27.08,4.35
2022,12,"Almería",63.72,14,21.98,6.09
2023,1,"Almería",57.69,7.21,21.15,21.9
2023,2,"Almería",58.06,6.73,25.83,22.19
2023,3,"Almería",58.71,12.68,27.43,7.96
2023,4,"Almería",65.32,7.68,33.97,11.38
2023,5,"Almería",63.02,-2.15,32.84,5.4
2023,6,"Almería",85,1.5,49.5,1.65
2023,7,"Almería",116.73,-0.8,85.15,-2.99
2023,8,"Almería",139.51,1.22,115.09,0.85
2023,9,"Almería",86.97,-1.22,57.12,-3.17
2023,10,"Almería",68.49,0.85,37.99,12.82
2023,11,"Almería",66.29,13.03,27.88,2.97
2023,12,"Almería",65.27,2.44,22.55,2.6
2021,1,"Asturias",45.1,-19.8,7.58,-55.28
2021,2,"Asturias",44.91,-15.92,8.46,-58.34
2021,3,"Asturias",46.19,-8.01,9.3,-5.12
2021,4,"Asturias",46.18,0,9.58,0
2021,5,"Asturias",52.54,0,13.51,0
2021,6,"Asturias",60.63,31.68,21.81,128.09
2021,7,"Asturias",76.03,4.76,46.93,19.83
2021,8,"Asturias",95.94,8.11,78.63,27.93
2021,9,"Asturias",65.8,7.44,36.41,55.11
2021,10,"Asturias",63.23,10.21,29.8,145.14
2021,11,"Asturias",56.66,31.99,18.49,266.54
2021,12,"Asturias",57.01,25.39,17.03,142.51
2022,1,"Asturias",52.84,17.15,13.74,81.29
2022,2,"Asturias",53.7,19.58,17.6,108.02
2022,3,"Asturias",53.18,15.14,17.78,91.28
2022,4,"Asturias",65.19,41.17,27.71,189.18
2022,5,"Asturias",61.19,16.48,26.62,96.99
2022,6,"Asturias",62.62,3.28,31.51,44.42
2022,7,"Asturias",80.99,6.52,53.44,13.87
2022,8,"Asturias",104.38,8.8,81.41,3.54
2022,9,"Asturias",68.79,4.54,39.59,8.74
2022,10,"Asturias",62.69,-0.85,30.38,1.95
2022,11,"Asturias",55.2,-2.57,20.31,9.85
2022,12,"Asturias",60.4,5.95,20.23,18.77
2023,1,"Asturias",54.67,3.47,16.63,21.02
2023,2,"Asturias",54.52,1.53,20.77,18
2023,3,"Asturias",56.48,6.21,21.29,19.7
2023,4,"Asturias",68.44,4.98,31.99,15.43
2023,5,"Asturias",62.84,2.7,27.05,1.62
2023,6,"Asturias",66.15,5.63,37.08,17.69
2023,7,"Asturias",86.93,7.34,59.46,11.27
2023,8,"Asturias",108.09,3.55,84.36,3.63
2023,9,"Asturias",74.42,8.17,45.53,14.99
2023,10,"Asturias",67.06,6.96,35.04,15.32
2023,11,"Asturias",59.08,7.02,23.57,16.07
2023,12,"Asturias",65.27,8.07,24.23,19.81
2021,1,"Ávila",41.92,-21.56,3.73,-73.14
2021,2,"Ávila",42.85,-21.83,5.46,-70.55
2021,3,"Ávila",46.98,-10.85,6.95,-10.44
2021,4,"Ávila",46.5,0,6.94,0
2021,5,"Ávila",53.55,0,12.52,0
2021,6,"Ávila",55.29,3.44,17.52,27.83
2021,7,"Ávila",58.66,0.5,23.94,20.96
2021,8,"Ávila",63.1,-1.99,36.21,36.13
2021,9,"Ávila",58.51,3.57,23.32,70.45
2021,10,"Ávila",60.79,11.13,24.16,152.35
2021,11,"Ávila",54.59,32.5,15.39,143.32
2021,12,"Ávila",61.09,30.25,17.49,201.26
2022,1,"Ávila",56.91,35.77,12.93,246.61
2022,2,"Ávila",56.55,31.97,18.97,247.64
2022,3,"Ávila",53.72,14.33,16.75,140.94
2022,4,"Ávila",62.28,33.94,25.45,266.83
2022,5,"Ávila",59.93,11.91,23.8,90.02
2022,6,"Ávila",60.83,10.03,23.86,36.2
2022,7,"Ávila",62.89,7.21,26.95,12.59
2022,8,"Ávila",65.84,4.35,33.25,-8.17
2022,9,"Ávila",66.68,13.96,30.2,29.47
2022,10,"Ávila",63.5,4.46,28.59,18.31
2022,11,"Ávila",58.8,7.71,20.28,31.77
2022,12,"Ávila",63.44,3.84,19.68,12.52
2023,1,"Ávila",57.37,0.79,15.53,20.1
2023,2,"Ávila",60.92,7.73,23.79,25.42
2023,3,"Ávila",58.19,8.32,22.29,33.03
2023,4,"Ávila",67.69,8.7,31.71,24.59
2023,5,"Ávila",62.47,4.24,25.78,8.31
2023,6,"Ávila",65.42,7.55,26.31,10.27
2023,7,"Ávila",70.67,12.38,32.78,21.61
2023,8,"Ávila",69.07,4.9,38.07,14.49
2023,9,"Ávila",66.19,-0.73,30.53,1.1
2023,10,"Ávila",70.54,11.09,32.83,14.85
2023,11,"Ávila",65.22,10.92,24.96,23.06
2023,12,"Ávila",66.76,5.23,21.24,7.93
2021,1,"Badajoz",44.78,-10.68,5.88,-64.93
2021,2,"Badajoz",44.02,-15.96,8.39,-57.77
2021,3,"Badajoz",46.05,-12.12,10.66,-33.4
2021,4,"Badajoz",45.95,0,10.95,0
2021,5,"Badajoz",48.93,0,17.12,0
2021,6,"Badajoz",52.52,10.2,20.86,73.97
2021,7,"Badajoz",59.71,15.06,26.38,58.56
2021,8,"Badajoz",61.8,8.47,32.46,61.17
2021,9,"Badajoz",57.11,9.88,30.79,104.55
2021,10,"Badajoz",57.54,18.46,29.68,132.59
2021,11,"Badajoz",53.88,17.23,23.14,142.48
2021,12,"Badajoz",55.76,19.85,19.05,127.55
2022,1,"Badajoz",51.82,15.72,14.63,148.76
2022,2,"Badajoz",55.17,25.33,21.49,156.16
2022,3,"Badajoz",55.44,20.39,25.22,136.52
2022,4,"Badajoz",59.32,29.09,32.91,200.49
2022,5,"Badajoz",56.77,16.03,30.07,75.59
2022,6,"Badajoz",56.93,8.38,28.97,38.92
2022,7,"Badajoz",62.66,4.94,31.5,19.43
2022,8,"Badajoz",63.82,3.27,36.73,13.17
2022,9,"Badajoz",62.04,8.62,35.52,15.35
2022,10,"Badajoz",60.79,5.66,33.42,12.61
2022,11,"Badajoz",55.65,3.28,24.11,4.19
2022,12,"Badajoz",57.19,2.57,19.63,3.01
2023,1,"Badajoz",54.25,4.7,20.09,37.31
2023,2,"Badajoz",57.16,3.61,27.14,26.33
2023,3,"Badajoz",56.35,1.66,28.94,14.73
2023,4,"Badajoz",62.64,5.6,38.16,15.96
2023,5,"Badajoz",58.83,3.63,32.37,7.66
2023,6,"Badajoz",60.2,5.75,30.24,4.36
2023,7,"Badajoz",64.19,2.44,32.6,3.5
2023,8,"Badajoz",65.24,2.22,38.28,4.21
2023,9,"Badajoz",62.01,-0.03,34.99,-1.5
2023,10,"Badajoz",60.49,-0.49,33.94,1.54
2023,11,"Badajoz",56.88,2.21,27.32,13.32
2023,12,"Badajoz",60.68,6.1,25.94,32.14
2021,1,"Barcelona",62.37,-30.39,13.65,-74.46
2021,2,"Barcelona",68.55,-34.32,18.11,-72.01
2021,3,"Barcelona",76.63,-15.31,21.99,-39.2
2021,4,"Barcelona",71.35,0,21.62,0
2021,5,"Barcelona",76.66,0,26.69,0
2021,6,"Barcelona",83.2,20.98,34.57,112.4
2021,7,"Barcelona",92.61,18.23,46.69,84.88
2021,8,"Barcelona",97.14,18.97,61.09,146.28
2021,9,"Barcelona",91.87,26.14,50.06,183.84
2021,10,"Barcelona",95.27,37.81,58.5,298.5
2021,11,"Barcelona",86.75,34.96,49.04,331.38
2021,12,"Barcelona",85.32,25.8,37.9,167.71
2022,1,"Barcelona",75.24,20.64,27.04,98.13
2022,2,"Barcelona",93.64,36.6,51.71,185.53
2022,3,"Barcelona",103.14,34.6,66.03,200.21
2022,4,"Barcelona",121.3,70,93.41,332.13
2022,5,"Barcelona",131.55,71.61,103.09,286.26
2022,6,"Barcelona",141.03,69.5,114.84,232.23
2022,7,"Barcelona",134.91,45.68,111.6,139.01
2022,8,"Barcelona",139.62,43.74,119.65,95.86
2022,9,"Barcelona",136.41,48.49,109.8,119.35
2022,10,"Barcelona",130.79,37.29,103.09,76.23
2022,11,"Barcelona",114.39,31.87,80.42,63.99
2022,12,"Barcelona",103.25,21.02,57.38,51.41
2023,1,"Barcelona",100.22,33.21,57.35,112.08
2023,2,"Barcelona",131.45,40.37,94.45,82.66
2023,3,"Barcelona",125.05,21.24,92.52,40.12
2023,4,"Barcelona",147.07,21.24,116.59,24.81
2023,5,"Barcelona",150.39,14.32,120.11,16.51
2023,6,"Barcelona",149.4,5.94,121.92,6.17
2023,7,"Barcelona",143.36,6.26,121.01,8.43
2023,8,"Barcelona",140.94,0.94,120.49,0.7
2023,9,"Barcelona",144.75,6.12,120.09,9.37
2023,10,"Barcelona",151.01,15.46,122.15,18.49
2023,11,"Barcelona",129.06,12.82,96.18,19.59
2023,12,"Barcelona",114.26,10.66,66.78,16.37
2021,1,"Vizcaya",56.38,-18.53,11.15,-67.95
2021,2,"Vizcaya",54.99,-23.56,12.99,-70.7
2021,3,"Vizcaya",56.43,-17.79,14.11,-42.98
2021,4,"Vizcaya",58.66,0,16.96,0
2021,5,"Vizcaya",59.37,0,18,0
2021,6,"Vizcaya",65.27,5.5,24.13,73.6
2021,7,"Vizcaya",74,3.41,41.81,33.96
2021,8,"Vizcaya",90.93,23.17,72.37,124.25
2021,9,"Vizcaya",79.85,26.07,48.79,128.37
2021,10,"Vizcaya",83.32,37.12,50.45,174.04
2021,11,"Vizcaya",70.83,31.34,36.24,220.9
2021,12,"Vizcaya",75.93,35.26,31.81,181.24
2022,1,"Vizcaya",65.86,16.82,19.12,71.43
2022,2,"Vizcaya",66.04,20.08,28.05,115.91
2022,3,"Vizcaya",69.21,22.65,33.59,138.07
2022,4,"Vizcaya",94.5,61.1,57.62,239.83
2022,5,"Vizcaya",90.53,52.49,58.06,222.5
2022,6,"Vizcaya",96.95,48.54,67.96,181.58
2022,7,"Vizcaya",101.07,36.58,79.06,89.07
2022,8,"Vizcaya",106.74,17.38,88.93,22.89
2022,9,"Vizcaya",98.73,23.65,74.7,53.11
2022,10,"Vizcaya",91.98,10.39,62.81,24.5
2022,11,"Vizcaya",78.84,11.31,45.52,25.6
2022,12,"Vizcaya",76.61,0.88,37.31,17.28
2023,1,"Vizcaya",69.11,4.93,29,51.68
2023,2,"Vizcaya",74.41,12.68,40.7,45.06
2023,3,"Vizcaya",76.7,10.82,42.61,26.86
2023,4,"Vizcaya",94.01,-0.51,64.81,12.47
2023,5,"Vizcaya",99.67,10.09,72.13,24.23
2023,6,"Vizcaya",108.93,12.36,80.36,18.26
2023,7,"Vizcaya",112.34,11.15,89.93,13.76
2023,8,"Vizcaya",120.97,13.34,105.35,18.46
2023,9,"Vizcaya",114.01,15.48,94.14,26.01
2023,10,"Vizcaya",112.14,21.92,85.6,36.29
2023,11,"Vizcaya",87.44,10.91,51.02,12.09
2023,12,"Vizcaya",84.63,10.47,43.38,16.28
2021,1,"Burgos",47.29,-0.73,8.98,-42.3
2021,2,"Burgos",47.71,-6.04,9.76,-50.52
2021,3,"Burgos",48.22,-18.31,10.76,-16.2
2021,4,"Burgos",49.6,0,11.6,0
2021,5,"Burgos",54.88,0,16.39,0
2021,6,"Burgos",56.24,15.11,20.61,99.3
2021,7,"Burgos",57.02,4.96,26.64,38.2
2021,8,"Burgos",64.36,13.51,42.1,91.67
2021,9,"Burgos",58.74,12.39,30.38,94.63
2021,10,"Burgos",60.8,14.75,32.61,130.15
2021,11,"Burgos",55.61,19.89,24.36,207.1
2021,12,"Burgos",58.43,14.79,19.81,137.84
2022,1,"Burgos",50.35,6.47,13.83,54.03
2022,2,"Burgos",52.01,8.99,19.06,95.26
2022,3,"Burgos",55.28,14.63,20.82,93.52
2022,4,"Burgos",60.88,22.75,28.42,145.08
2022,5,"Burgos",59.42,8.28,29.33,78.95
2022,6,"Burgos",62.69,11.46,31.66,53.61
2022,7,"Burgos",61.05,7.08,34.71,30.28
2022,8,"Burgos",66.76,3.74,43.81,4.06
2022,9,"Burgos",62.56,6.49,33.53,10.39
2022,10,"Burgos",61.63,1.37,33.22,1.86
2022,11,"Burgos",56.37,1.37,24.41,0.2
2022,12,"Burgos",56.08,-4.01,19.93,0.58
2023,1,"Burgos",56.42,12.06,18.25,31.98
2023,2,"Burgos",56.86,9.33,21.84,14.59
2023,3,"Burgos",58.74,6.26,26.39,26.76
2023,4,"Burgos",62.87,3.28,36.66,29
2023,5,"Burgos",64.81,9.07,35.43,20.8
2023,6,"Burgos",64.69,3.19,33.91,7.11
2023,7,"Burgos",69.69,14.14,39.57,14
2023,8,"Burgos",74.9,12.18,49.5,13
2023,9,"Burgos",66.94,7.01,40.8,21.68
2023,10,"Burgos",68.85,11.7,39.9,20.12
2023,11,"Burgos",59.17,4.97,25.87,6.02
2023,12,"Burgos",62.02,10.58,26.9,35.02
2021,1,"Cáceres",44.32,-22.31,4.48,-71
2021,2,"Cáceres",47.83,-22.23,7.12,-66.31
2021,3,"Cáceres",58.84,5.29,12.98,18.67
2021,4,"Cáceres",55.63,0,10.24,0
2021,5,"Cáceres",62.79,0,16.55,0
2021,6,"Cáceres",65.79,35.72,22.39,160.81
2021,7,"Cáceres",68.6,7.85,27.21,49.36
2021,8,"Cáceres",76.43,11.93,39.24,64.43
2021,9,"Cáceres",67.77,5.4,31.14,81.9
2021,10,"Cáceres",71.55,23.81,35.37,197.51
2021,11,"Cáceres",64.28,23.42,25.07,198.12
2021,12,"Cáceres",70.38,23.66,21.29,158.12
2022,1,"Cáceres",60.3,36.06,15.3,241.68
2022,2,"Cáceres",64.92,35.72,23.38,228.26
2022,3,"Cáceres",63.57,8.05,23.41,80.28
2022,4,"Cáceres",73.11,31.43,36.5,256.38
2022,5,"Cáceres",69.25,10.28,31.73,91.78
2022,6,"Cáceres",65.48,-0.47,26.71,19.32
2022,7,"Cáceres",68,-0.88,27.47,0.96
2022,8,"Cáceres",73.22,-4.2,35.48,-9.6
2022,9,"Cáceres",68.34,0.85,32.74,5.12
2022,10,"Cáceres",68.4,-4.4,33.71,-4.7
2022,11,"Cáceres",63.71,-0.89,25.62,2.2
2022,12,"Cáceres",72.83,3.47,23.6,10.84
2023,1,"Cáceres",61.4,1.83,18.83,23.1
2023,2,"Cáceres",66.25,2.05,24.25,3.73
2023,3,"Cáceres",65.3,2.71,28.78,22.95
2023,4,"Cáceres",76.35,4.43,42.57,16.64
2023,5,"Cáceres",70.81,2.25,33.64,6.02
2023,6,"Cáceres",65.92,0.67,27.91,4.51
2023,7,"Cáceres",71.08,4.53,29.24,6.42
2023,8,"Cáceres",72.31,-1.24,35.18,-0.83
2023,9,"Cáceres",67.03,-1.91,31.68,-3.25
2023,10,"Cáceres",66.89,-2.22,31.78,-5.7
2023,11,"Cáceres",65.41,2.67,25.3,-1.26
2023,12,"Cáceres",73.44,0.84,23.81,0.88
2021,1,"Cádiz",56.19,-3.29,11.83,-44.96
2021,2,"Cádiz",55.98,-17.44,13.62,-54.26
2021,3,"Cádiz",54.84,-5,14.93,-24.36
2021,4,"Cádiz",60.45,0,16.4,0
2021,5,"Cádiz",81.68,0,30.87,0
2021,6,"Cádiz",105.53,33.95,55.36,136.55
2021,7,"Cádiz",136.85,23.93,96.35,84.11
2021,8,"Cádiz",160.94,14.64,131.39,49.17
2021,9,"Cádiz",106.71,7.32,72.08,88.6
2021,10,"Cádiz",86.34,20.78,48.85,151.84
2021,11,"Cádiz",68.93,28.74,28.79,173.07
2021,12,"Cádiz",64.42,22.79,21.85,92.32
2022,1,"Cádiz",61.39,9.25,18.54,56.73
2022,2,"Cádiz",68.08,21.6,31.05,128
2022,3,"Cádiz",68.12,24.22,30.18,102.17
2022,4,"Cádiz",96.55,59.73,50.28,206.69
2022,5,"Cádiz",90.45,10.74,52.23,69.19
2022,6,"Cádiz",116.61,10.49,79.61,43.8
2022,7,"Cádiz",149.04,8.9,115.06,19.42
2022,8,"Cádiz",168.81,4.89,143.64,9.33
2022,9,"Cádiz",115.12,7.88,82.96,15.09
2022,10,"Cádiz",86.51,0.2,50.19,2.74
2022,11,"Cádiz",68.98,0.08,31.33,8.8
2022,12,"Cádiz",68.24,5.93,24.72,13.12
2023,1,"Cádiz",65.21,6.22,23.78,28.23
2023,2,"Cádiz",73.83,8.45,37.2,19.78
2023,3,"Cádiz",72.11,5.86,36.73,21.68
2023,4,"Cádiz",92.73,-3.96,52.95,5.3
2023,5,"Cádiz",100.76,11.4,57.11,9.35
2023,6,"Cádiz",115.92,-0.59,78.4,-1.52
2023,7,"Cádiz",148.22,-0.55,116.26,1.04
2023,8,"Cádiz",172.16,1.98,144.98,0.93
2023,9,"Cádiz",123.72,7.47,88.89,7.14
2023,10,"Cádiz",93.54,8.12,60.05,19.64
2023,11,"Cádiz",72.64,5.3,35.81,14.32
2023,12,"Cádiz",75.05,9.98,32.1,29.89
2021,1,"Cantabria",49.47,-21.54,8.08,-65
2021,2,"Cantabria",48.77,-21.98,11.08,-56.08
2021,3,"Cantabria",52.79,-9.19,10.94,-21.98
2021,4,"Cantabria",51.92,0,10.15,0
2021,5,"Cantabria",63.53,0,17.64,0
2021,6,"Cantabria",72.37,10.57,31.69,125.75
2021,7,"Cantabria",92.61,13.72,59.13,39.46
2021,8,"Cantabria",107.48,5.06,86.3,15.37
2021,9,"Cantabria",76.45,13.04,44.51,71.55
2021,10,"Cantabria",72.79,27.65,40.77,169.14
2021,11,"Cantabria",65.35,37.57,25.99,207.83
2021,12,"Cantabria",69.72,36.14,25.27,161.57
2022,1,"Cantabria",60.36,22,21.5,166.22
2022,2,"Cantabria",59.17,21.31,25.64,131.4
2022,3,"Cantabria",63.01,19.35,26.7,143.97
2022,4,"Cantabria",76.27,46.9,34.09,235.99
2022,5,"Cantabria",72.74,14.5,36.04,104.38
2022,6,"Cantabria",78.48,8.45,45.58,43.83
2022,7,"Cantabria",100.81,8.86,70.63,19.45
2022,8,"Cantabria",116.98,8.84,92.89,7.64
2022,9,"Cantabria",78.98,3.31,48.72,9.47
2022,10,"Cantabria",66.73,-8.32,36.21,-11.19
2022,11,"Cantabria",60.85,-6.89,24.17,-6.98
2022,12,"Cantabria",68.3,-2.03,24.77,-1.99
2023,1,"Cantabria",60.55,0.32,18.33,-14.76
2023,2,"Cantabria",62.26,5.23,25.04,-2.33
2023,3,"Cantabria",59.43,-5.69,23.85,-10.65
2023,4,"Cantabria",73.17,-4.06,35.09,2.92
2023,5,"Cantabria",70.54,-3.02,31.41,-12.86
2023,6,"Cantabria",78.38,-0.13,42.01,-7.82
2023,7,"Cantabria",104.06,3.22,70.7,0.09
2023,8,"Cantabria",118.39,1.21,93.63,0.8
2023,9,"Cantabria",88.02,11.44,50.8,4.27
2023,10,"Cantabria",77.41,16,40.73,12.5
2023,11,"Cantabria",65.91,8.31,27.53,13.87
2023,12,"Cantabria",73.86,8.15,26.51,7.05
2021,1,"Castellón",48.76,-16.7,8.66,-54.82
2021,2,"Castellón",46.89,-14.23,9.78,-57.2
2021,3,"Castellón",53.62,23.09,11.63,-25.46
2021,4,"Castellón",57.35,0,13.09,0
