"AÑO","MES","PROVINCIA","INDICADOR_ADR","TASA_VARIACION_ADR","INDICADOR_RVPAR","TASA_VARIACION_RVPAR"
2022,6,"Valladolid",74.36,11.06,42,37.65
2022,7,"Valladolid",72.66,4.43,38.48,20.52
2022,8,"Valladolid",72.39,0.47,41.5,1.99
2022,9,"Valladolid",67.83,-6.05,41.01,4.36
2022,10,"Valladolid",71.34,-1.01,42.11,6.03
2022,11,"Valladolid",69.82,1.89,37.83,2.95
2022,12,"Valladolid",73.85,7.28,34.5,25.07
2023,1,"Valladolid",68.1,9.58,26.77,34.55
2023,2,"Valladolid",66.29,5.07,30.88,15.58
2023,3,"Valladolid",69.13,0.11,36.36,18.18
2023,4,"Valladolid",76.97,4.09,46.71,28.46
2023,5,"Valladolid",75,6.26,44.21,23.67
2023,6,"Valladolid",75.4,1.4,46.11,9.79
2023,7,"Valladolid",82.22,13.15,45.35,17.83
2023,8,"Valladolid",79.6,9.97,45.53,9.7
2023,9,"Valladolid",80.07,18.05,52.58,28.22
2023,10,"Valladolid",83.12,16.52,51.62,22.59
2023,11,"Valladolid",77.72,11.32,42.12,11.35
2023,12,"Valladolid",78.13,5.8,37.3,8.11
2021,1,"Zamora",43.57,-18.54,6.01,-59.01
2021,2,"Zamora",43.07,-23.23,8.77,-55.66
2021,3,"Zamora",46.11,-15.49,10.7,-16.88
2021,4,"Zamora",49.25,0,11.12,0
2021,5,"Zamora",52.84,0,13.14,0
2021,6,"Zamora",56.89,19.55,20.02,72.02
2021,7,"Zamora",64.99,11.04,29.86,44.59
2021,8,"Zamora",65.44,-0.74,40.72,49.8
2021,9,"Zamora",61.32,5.59,30.21,88.88
2021,10,"Zamora",61.6,21.53,27.62,157.2
2021,11,"Zamora",57.36,34.99,21.29,188.86
2021,12,"Zamora",62.45,27.44,19.46,156.36
2022,1,"Zamora",53.98,23.89,10.96,82.47
2022,2,"Zamora",55.27,28.34,17.81,103.1
2022,3,"Zamora",58.08,25.95,18.81,75.79
2022,4,"Zamora",76.61,55.55,31.22,180.81
2022,5,"Zamora",58.83,11.33,22.46,70.94
2022,6,"Zamora",60.01,5.47,26.7,33.39
2022,7,"Zamora",64.88,-0.18,31.04,3.94
2022,8,"Zamora",66.49,1.6,38.09,-6.45
2022,9,"Zamora",63.16,3,30.36,0.51
2022,10,"Zamora",62.09,0.8,28.44,2.96
2022,11,"Zamora",59.37,3.5,21.44,0.7
2022,12,"Zamora",60.74,-2.73,17.71,-8.98
2023,1,"Zamora",59.86,10.89,12.72,16.05
2023,2,"Zamora",55.34,0.13,20.3,13.97
2023,3,"Zamora",58.08,0,23.1,22.84
2023,4,"Zamora",77.47,1.12,31.42,0.63
2023,5,"Zamora",58.44,-0.66,22.38,-0.33
2023,6,"Zamora",65.05,8.41,28.28,5.9
2023,7,"Zamora",67.79,4.49,30.3,-2.4
2023,8,"Zamora",69.69,4.82,37.65,-1.18
2023,9,"Zamora",69.11,9.41,31.11,2.47
2023,10,"Zamora",67.43,8.61,29.74,4.58
2023,11,"Zamora",62.58,5.41,21.82,1.76
2023,12,"Zamora",68.69,13.08,26.03,46.97
2021,1,"Zaragoza",43.81,-19.27,10.37,-58.65
2021,2,"Zaragoza",45.87,-26.76,13.02,-62.29
2021,3,"Zaragoza",47.81,-10.23,14.16,-20.68
2021,4,"Zaragoza",47.05,0,13.74,0
2021,5,"Zaragoza",50.88,0,18.9,0
2021,6,"Zaragoza",54.56,15.61,24.51,88.04
2021,7,"Zaragoza",55.07,3.86,25.31,45.05
2021,8,"Zaragoza",59.29,12.05,30.94,94.3
2021,9,"Zaragoza",62.12,19.81,33.86,81.24
2021,10,"Zaragoza",66.28,35.2,38.27,131.15
2021,11,"Zaragoza",58.91,31.28,28.61,133.29
2021,12,"Zaragoza",60.53,30.73,23.95,121.22
2022,1,"Zaragoza",50.76,15.85,16.09,55.16
2022,2,"Zaragoza",53.16,15.88,22.57,73.37
2022,3,"Zaragoza",56.98,19.19,28.37,100.36
2022,4,"Zaragoza",70.97,50.84,41.28,200.42
2022,5,"Zaragoza",59.59,17.12,32.31,70.93
2022,6,"Zaragoza",60.73,11.31,33.79,37.87
2022,7,"Zaragoza",57.72,4.82,31.19,23.23
2022,8,"Zaragoza",61.71,4.08,35.24,13.88
2022,9,"Zaragoza",65.94,6.14,40.75,20.34
2022,10,"Zaragoza",67.53,1.89,43.07,12.56
2022,11,"Zaragoza",59.8,1.52,31.01,8.38
2022,12,"Zaragoza",60.57,0.07,27.84,16.25
2023,1,"Zaragoza",53.24,4.9,21.75,35.14
2023,2,"Zaragoza",60.3,13.44,31.24,38.4
2023,3,"Zaragoza",69.26,21.56,39.52,39.27
2023,4,"Zaragoza",68.12,-4.02,40.41,-2.12
2023,5,"Zaragoza",66.64,11.83,38.52,19.22
2023,6,"Zaragoza",64.06,5.47,37.91,12.18
2023,7,"Zaragoza",62.23,7.8,35.18,12.79
2023,8,"Zaragoza",65.25,5.74,36.72,4.22
2023,9,"Zaragoza",67.57,2.47,43.23,6.09
2023,10,"Zaragoza",73.72,9.16,48.29,12.11
2023,11,"Zaragoza",68.64,14.78,41.1,32.55
2023,12,"Zaragoza",67.01,10.64,34.12,22.57
