"AÑO","MES","LUGAR_RESIDENCIA","PROVINCIA","VIAJEROS","PERNOCTACIONES","ESTANCIA_MEDIA","HABITACIONES_ESTIMADAS","PLAZAS_ESTIMADAS","GRADO_OCUPA_PLAZAS","GRADO_OCUPA_PLAZAS_FIN_SEMANA","GRADO_OCUPA_POR_HABITANTES","PERSONAL_EMPLEADO"
1999,1,"Residentes en España","Álava",15989,26755,1.7,0,0,34.3,NA,41.8,336
1999,1,"Residentes en el Extranjero","Álava",2207,4532,1.7,0,0,34.3,NA,41.8,336
1999,1,"Total","Álava",18196,31287,1.7,0,0,34.3,NA,41.8,336
1999,2,"Residentes en España","Álava",14896,26760,1.8,0,0,38.1,NA,47.1,425
1999,2,"Residentes en el Extranjero","Álava",2735,5099,1.8,0,0,38.1,NA,47.1,425
1999,2,"Total","Álava",17631,31859,1.8,0,0,38.1,NA,47.1,425
1999,3,"Residentes en España","Álava",17494,32015,1.8,0,0,40.4,NA,50.3,434
1999,3,"Residentes en el Extranjero","Álava",3291,6095,1.8,0,0,40.4,NA,50.3,434
1999,3,"Total","Álava",20785,38110,1.8,0,0,40.4,NA,50.3,434
1999,4,"Residentes en España","Álava",18184,32855,1.8,0,0,45,NA,52.3,470
1999,4,"Residentes en el Extranjero","Álava",4371,7804,1.8,0,0,45,NA,52.3,470
1999,4,"Total","Álava",22555,40659,1.8,0,0,45,NA,52.3,470
1999,5,"Residentes en España","Álava",16473,31713,1.9,0,0,44.8,NA,57.1,433
1999,5,"Residentes en el Extranjero","Álava",5881,9621,1.9,0,0,44.8,NA,57.1,433
1999,5,"Total","Álava",22354,41334,1.9,0,0,44.8,NA,57.1,433
1999,6,"Residentes en España","Álava",16056,30466,1.9,0,0,42.9,NA,54,448
1999,6,"Residentes en el Extranjero","Álava",4964,8341,1.9,0,0,42.9,NA,54,448
1999,6,"Total","Álava",21020,38807,1.9,0,0,42.9,NA,54,448
1999,7,"Residentes en España","Álava",17405,38216,2,0,0,52.5,NA,61.8,422
1999,7,"Residentes en el Extranjero","Álava",6774,10896,2,0,0,52.5,NA,61.8,422
1999,7,"Total","Álava",24179,49112,2,0,0,52.5,NA,61.8,422
1999,8,"Residentes en España","Álava",19084,42073,2,0,0,60.4,NA,64.9,422
1999,8,"Residentes en el Extranjero","Álava",9089,14915,2,0,0,60.4,NA,64.9,422
1999,8,"Total","Álava",28173,56988,2,0,0,60.4,NA,64.9,422
1999,9,"Residentes en España","Álava",17722,35946,2,0,0,52.5,NA,64.5,354
1999,9,"Residentes en el Extranjero","Álava",6431,11994,2,0,0,52.5,NA,64.5,354
1999,9,"Total","Álava",24153,47940,2,0,0,52.5,NA,64.5,354
1999,10,"Residentes en España","Álava",19502,41515,2.1,0,0,53.3,NA,63.5,362
1999,10,"Residentes en el Extranjero","Álava",4529,8428,2.1,0,0,53.3,NA,63.5,362
1999,10,"Total","Álava",24031,49943,2.1,0,0,53.3,NA,63.5,362
1999,11,"Residentes en España","Álava",15559,30715,2,0,0,41.4,NA,51.5,367
1999,11,"Residentes en el Extranjero","Álava",3490,6820,2,0,0,41.4,NA,51.5,367
1999,11,"Total","Álava",19049,37535,2,0,0,41.4,NA,51.5,367
1999,12,"Residentes en España","Álava",15558,30536,2,0,0,39.3,NA,47.3,334
1999,12,"Residentes en el Extranjero","Álava",2035,4202,2,0,0,39.3,NA,47.3,334
1999,12,"Total","Álava",17593,34738,2,0,0,39.3,NA,47.3,334
2000,1,"Residentes en España","Álava",12048,26373,2.1,0,0,36.1,NA,46.7,346
2000,1,"Residentes en el Extranjero","Álava",2992,5767,2.1,0,0,36.1,NA,46.7,346
2000,1,"Total","Álava",15040,32140,2.1,0,0,36.1,NA,46.7,346
2000,2,"Residentes en España","Álava",14462,28810,2,0,0,39.2,NA,51.9,373
2000,2,"Residentes en el Extranjero","Álava",2257,4875,2,0,0,39.2,NA,51.9,373
2000,2,"Total","Álava",16719,33685,2,0,0,39.2,NA,51.9,373
2000,3,"Residentes en España","Álava",18828,33660,1.8,0,0,43.5,NA,57.1,379
2000,3,"Residentes en el Extranjero","Álava",4429,7261,1.8,0,0,43.5,NA,57.1,379
2000,3,"Total","Álava",23257,40921,1.8,0,0,43.5,NA,57.1,379
2000,4,"Residentes en España","Álava",18354,33725,1.8,0,0,45,NA,55.9,414
2000,4,"Residentes en el Extranjero","Álava",5479,8437,1.8,0,0,45,NA,55.9,414
2000,4,"Total","Álava",23833,42162,1.8,0,0,45,NA,55.9,414
2000,5,"Residentes en España","Álava",19522,35918,1.8,0,0,46.3,NA,58.5,417
2000,5,"Residentes en el Extranjero","Álava",5661,8640,1.8,0,0,46.3,NA,58.5,417
2000,5,"Total","Álava",25183,44558,1.8,0,0,46.3,NA,58.5,417
2000,6,"Residentes en España","Álava",20432,36535,1.7,0,0,47.2,NA,58.2,423
2000,6,"Residentes en el Extranjero","Álava",5619,8540,1.7,0,0,47.2,NA,58.2,423
2000,6,"Total","Álava",26051,45075,1.7,0,0,47.2,NA,58.2,423
2000,7,"Residentes en España","Álava",21204,41089,1.9,0,0,55.3,NA,65.5,433
2000,7,"Residentes en el Extranjero","Álava",8133,13288,1.9,0,0,55.3,NA,65.5,433
2000,7,"Total","Álava",29337,54377,1.9,0,0,55.3,NA,65.5,433
2000,8,"Residentes en España","Álava",18938,38353,1.9,0,0,53.6,NA,57.3,422
2000,8,"Residentes en el Extranjero","Álava",8633,12770,1.9,0,0,53.6,NA,57.3,422
2000,8,"Total","Álava",27571,51123,1.9,0,0,53.6,NA,57.3,422
2000,9,"Residentes en España","Álava",19886,36986,1.9,0,0,54.5,NA,67,403
2000,9,"Residentes en el Extranjero","Álava",7532,13983,1.9,0,0,54.5,NA,67,403
2000,9,"Total","Álava",27418,50969,1.9,0,0,54.5,NA,67,403
2000,10,"Residentes en España","Álava",18893,36921,1.9,0,0,49.2,NA,62.9,401
2000,10,"Residentes en el Extranjero","Álava",6148,10767,1.9,0,0,49.2,NA,62.9,401
2000,10,"Total","Álava",25041,47688,1.9,0,0,49.2,NA,62.9,401
2000,11,"Residentes en España","Álava",18043,35943,2,0,0,45.2,NA,58.9,416
2000,11,"Residentes en el Extranjero","Álava",3266,6371,2,0,0,45.2,NA,58.9,416
2000,11,"Total","Álava",21309,42314,2,0,0,45.2,NA,58.9,416
2000,12,"Residentes en España","Álava",15055,31636,2.1,0,0,42.6,NA,54.2,384
2000,12,"Residentes en el Extranjero","Álava",2838,5810,2.1,0,0,42.6,NA,54.2,384
2000,12,"Total","Álava",17893,37446,2.1,0,0,42.6,NA,54.2,384
2001,1,"Residentes en España","Álava",14784,31675,2.2,0,2779,43.38,53.68,53.68,389
2001,1,"Residentes en el Extranjero","Álava",2214,5737,2.2,0,2779,43.38,53.68,53.68,389
2001,1,"Total","Álava",16998,37412,2.2,0,2779,43.38,53.68,53.68,389
2001,2,"Residentes en España","Álava",15603,34274,2.22,0,2907,49.77,63.58,63.58,427
2001,2,"Residentes en el Extranjero","Álava",2651,6300,2.22,0,2907,49.77,63.58,63.58,427
2001,2,"Total","Álava",18254,40574,2.22,0,2907,49.77,63.58,63.58,427
2001,3,"Residentes en España","Álava",17962,37040,2.06,0,2933,49.52,63.33,63.33,420
2001,3,"Residentes en el Extranjero","Álava",3877,8036,2.06,0,2933,49.52,63.33,63.33,420
2001,3,"Total","Álava",21839,45075,2.06,0,2933,49.52,63.33,63.33,420
2001,4,"Residentes en España","Álava",17348,38235,2.17,0,2929,53.25,65.11,65.11,424
2001,4,"Residentes en el Extranjero","Álava",4262,8703,2.17,0,2929,53.25,65.11,65.11,424
2001,4,"Total","Álava",21610,46938,2.17,0,2929,53.25,65.11,65.11,424
2001,5,"Residentes en España","Álava",19092,38353,2.01,0,2987,50.91,66.06,66.06,436
2001,5,"Residentes en el Extranjero","Álava",4433,8892,2.01,0,2987,50.91,66.06,66.06,436
2001,5,"Total","Álava",23525,47245,2.01,0,2987,50.91,66.06,66.06,436
2001,6,"Residentes en España","Álava",17912,35912,1.99,0,3019,50.71,63.2,63.2,431
2001,6,"Residentes en el Extranjero","Álava",5180,10101,1.99,0,3019,50.71,63.2,63.2,431
2001,6,"Total","Álava",23092,46013,1.99,0,3019,50.71,63.2,63.2,431
2001,7,"Residentes en España","Álava",19302,39248,1.99,0,3019,54.76,64.35,64.35,417
2001,7,"Residentes en el Extranjero","Álava",6589,12294,1.99,0,3019,54.76,64.35,64.35,417
2001,7,"Total","Álava",25891,51542,1.99,0,3019,54.76,64.35,64.35,417
2001,8,"Residentes en España","Álava",16289,37929,2.13,0,3003,54.58,58.43,58.43,448
2001,8,"Residentes en el Extranjero","Álava",7744,13372,2.13,0,3003,54.58,58.43,58.43,448
2001,8,"Total","Álava",24033,51301,2.13,0,3003,54.58,58.43,58.43,448
2001,9,"Residentes en España","Álava",18636,37345,2,0,3088,56.23,70.09,70.09,444
2001,9,"Residentes en el Extranjero","Álava",7416,14860,2,0,3088,56.23,70.09,70.09,444
2001,9,"Total","Álava",26052,52206,2,0,3088,56.23,70.09,70.09,444
2001,10,"Residentes en España","Álava",19919,38979,1.94,0,3088,50.28,62.94,62.94,447
2001,10,"Residentes en el Extranjero","Álava",4983,9301,1.94,0,3088,50.28,62.94,62.94,447
2001,10,"Total","Álava",24903,48279,1.94,0,3088,50.28,62.94,62.94,447
2001,11,"Residentes en España","Álava",18104,39262,2.19,0,3048,52.26,67.54,67.54,435
2001,11,"Residentes en el Extranjero","Álava",3715,8631,2.19,0,3048,52.26,67.54,67.54,435
2001,11,"Total","Álava",21819,47892,2.19,0,3048,52.26,67.54,67.54,435
2001,12,"Residentes en España","Álava",17926,35446,2.02,0,2922,45.73,56.1,56.1,418
2001,12,"Residentes en el Extranjero","Álava",2608,6086,2.02,0,2922,45.73,56.1,56.1,418
2001,12,"Total","Álava",20533,41532,2.02,0,2922,45.73,56.1,56.1,418
2002,1,"Residentes en España","Álava",15632,30024,1.99,0,2910,41.02,54.49,54.49,417
2002,1,"Residentes en el Extranjero","Álava",2949,6984,1.99,0,2910,41.02,54.49,54.49,417
2002,1,"Total","Álava",18581,37008,1.99,0,2910,41.02,54.49,54.49,417
2002,2,"Residentes en España","Álava",16883,32628,2.01,0,3096,45.37,58.81,58.81,410
2002,2,"Residentes en el Extranjero","Álava",2666,6742,2.01,0,3096,45.37,58.81,58.81,410
2002,2,"Total","Álava",19549,39370,2.01,0,3096,45.37,58.81,58.81,410
2002,3,"Residentes en España","Álava",18883,39719,2.08,0,3057,49.33,58.86,58.86,422
2002,3,"Residentes en el Extranjero","Álava",3647,7164,2.08,0,3057,49.33,58.86,58.86,422
2002,3,"Total","Álava",22530,46883,2.08,0,3057,49.33,58.86,58.86,422
2002,4,"Residentes en España","Álava",18813,34551,1.84,0,3087,47.71,58.32,58.32,442
2002,4,"Residentes en el Extranjero","Álava",5306,9709,1.84,0,3087,47.71,58.32,58.32,442
2002,4,"Total","Álava",24119,44260,1.84,0,3087,47.71,58.32,58.32,442
2002,5,"Residentes en España","Álava",19392,40139,2.07,0,3087,55.43,67.1,67.1,436
2002,5,"Residentes en el Extranjero","Álava",6268,13070,2.07,0,3087,55.43,67.1,67.1,436
2002,5,"Total","Álava",25660,53209,2.07,0,3087,55.43,67.1,67.1,436
2002,6,"Residentes en España","Álava",18608,37405,2.04,0,3087,53.92,66.56,66.56,436
2002,6,"Residentes en el Extranjero","Álava",5889,12625,2.04,0,3087,53.92,66.56,66.56,436
2002,6,"Total","Álava",24497,50030,2.04,0,3087,53.92,66.56,66.56,436
2002,7,"Residentes en España","Álava",17632,39205,2.23,0,3047,58.95,68.32,68.32,441
2002,7,"Residentes en el Extranjero","Álava",7576,16971,2.23,0,3047,58.95,68.32,68.32,441
2002,7,"Total","Álava",25208,56176,2.23,0,3047,58.95,68.32,68.32,441
2002,8,"Residentes en España","Álava",16965,40212,2.26,0,3047,60.47,64.67,64.67,408
2002,8,"Residentes en el Extranjero","Álava",8524,17313,2.26,0,3047,60.47,64.67,64.67,408
2002,8,"Total","Álava",25489,57525,2.26,0,3047,60.47,64.67,64.67,408
2002,9,"Residentes en España","Álava",17250,33912,1.99,0,3076,51.53,63.36,63.36,435
2002,9,"Residentes en el Extranjero","Álava",6746,13804,1.99,0,3076,51.53,63.36,63.36,435
2002,9,"Total","Álava",23995,47717,1.99,0,3076,51.53,63.36,63.36,435
2002,10,"Residentes en España","Álava",19570,38808,2.03,0,3077,53.07,64.43,64.43,444
2002,10,"Residentes en el Extranjero","Álava",5393,11899,2.03,0,3077,53.07,64.43,64.43,444
2002,10,"Total","Álava",24963,50707,2.03,0,3077,53.07,64.43,64.43,444
2002,11,"Residentes en España","Álava",17877,35476,2.03,0,3256,44.98,56.42,56.42,461
2002,11,"Residentes en el Extranjero","Álava",3825,8521,2.03,0,3256,44.98,56.42,56.42,461
2002,11,"Total","Álava",21702,43997,2.03,0,3256,44.98,56.42,56.42,461
2002,12,"Residentes en España","Álava",16647,34685,2.11,0,3042,41.46,47.98,47.98,427
2002,12,"Residentes en el Extranjero","Álava",2056,4811,2.11,0,3042,41.46,47.98,47.98,427
2002,12,"Total","Álava",18703,39497,2.11,0,3042,41.46,47.98,47.98,427
2003,1,"Residentes en España","Álava",14185,27133,1.95,0,3038,35.61,30.99,47.39,438
2003,1,"Residentes en el Extranjero","Álava",3045,6469,1.95,0,3038,35.61,30.99,47.39,438
2003,1,"Total","Álava",17230,33602,1.95,0,3038,35.61,30.99,47.39,438
2003,2,"Residentes en España","Álava",14310,27034,1.93,0,3230,36.15,36.56,46.72,469
2003,2,"Residentes en el Extranjero","Álava",2669,5694,1.93,0,3230,36.15,36.56,46.72,469
2003,2,"Total","Álava",16979,32728,1.93,0,3230,36.15,36.56,46.72,469
2003,3,"Residentes en España","Álava",19096,33652,1.8,0,3264,40.49,47.96,51.8,501
2003,3,"Residentes en el Extranjero","Álava",3635,7360,1.8,0,3264,40.49,47.96,51.8,501
2003,3,"Total","Álava",22731,41012,1.8,0,3264,40.49,47.96,51.8,501
2003,4,"Residentes en España","Álava",17769,36160,2.02,0,3256,44.94,56.81,54.25,446
2003,4,"Residentes en el Extranjero","Álava",4034,7933,2.02,0,3256,44.94,56.81,54.25,446
2003,4,"Total","Álava",21803,44093,2.02,0,3256,44.94,56.81,54.25,446
2003,5,"Residentes en España","Álava",19420,36345,1.88,0,3484,43.87,48.99,53.8,515
2003,5,"Residentes en el Extranjero","Álava",5779,11147,1.88,0,3484,43.87,48.99,53.8,515
2003,5,"Total","Álava",25199,47492,1.88,0,3484,43.87,48.99,53.8,515
2003,6,"Residentes en España","Álava",19530,35427,1.79,0,3484,42.95,47.47,54.2,526
2003,6,"Residentes en el Extranjero","Álava",5561,9495,1.79,0,3484,42.95,47.47,54.2,526
2003,6,"Total","Álava",25091,44922,1.79,0,3484,42.95,47.47,54.2,526
2003,7,"Residentes en España","Álava",21184,43100,2.01,0,3470,51.85,58.16,59.54,530
2003,7,"Residentes en el Extranjero","Álava",6615,12831,2.01,0,3470,51.85,58.16,59.54,530
2003,7,"Total","Álava",27799,55931,2.01,0,3470,51.85,58.16,59.54,530
2003,8,"Residentes en España","Álava",20942,46056,2.12,0,3383,56.79,57.67,61.13,508
2003,8,"Residentes en el Extranjero","Álava",7321,13967,2.12,0,3383,56.79,57.67,61.13,508
2003,8,"Total","Álava",28263,60023,2.12,0,3383,56.79,57.67,61.13,508
2003,9,"Residentes en España","Álava",21644,42111,2.02,0,3461,52.95,59.22,63.99,525
2003,9,"Residentes en el Extranjero","Álava",5650,13012,2.02,0,3461,52.95,59.22,63.99,525
2003,9,"Total","Álava",27294,55122,2.02,0,3461,52.95,59.22,63.99,525
2003,10,"Residentes en España","Álava",22963,47596,2.11,0,3459,55.01,58.36,68.12,540
2003,10,"Residentes en el Extranjero","Álava",5134,11713,2.11,0,3459,55.01,58.36,68.12,540
2003,10,"Total","Álava",28098,59310,2.11,0,3459,55.01,58.36,68.12,540
2003,11,"Residentes en España","Álava",20987,39777,1.98,0,3459,47.37,50.77,59.53,535
2003,11,"Residentes en el Extranjero","Álava",3942,9496,1.98,0,3459,47.37,50.77,59.53,535
2003,11,"Total","Álava",24928,49273,1.98,0,3459,47.37,50.77,59.53,535
2003,12,"Residentes en España","Álava",17488,32039,1.89,0,3325,37.79,45.83,43.97,477
2003,12,"Residentes en el Extranjero","Álava",3150,6977,1.89,0,3325,37.79,45.83,43.97,477
2003,12,"Total","Álava",20638,39016,1.89,0,3325,37.79,45.83,43.97,477
2004,1,"Residentes en España","Álava",14097,26983,1.93,0,3333,32.26,31.52,42.89,465
2004,1,"Residentes en el Extranjero","Álava",3163,6399,1.93,0,3333,32.26,31.52,42.89,465
2004,1,"Total","Álava",17260,33383,1.93,0,3333,32.26,31.52,42.89,465
2004,2,"Residentes en España","Álava",17160,31566,1.87,0,3427,38.37,40.21,50.64,477
2004,2,"Residentes en el Extranjero","Álava",3265,6620,1.87,0,3427,38.37,40.21,50.64,477
2004,2,"Total","Álava",20425,38186,1.87,0,3427,38.37,40.21,50.64,477
2004,3,"Residentes en España","Álava",18661,32791,1.79,0,3425,37.64,45.7,47.74,509
2004,3,"Residentes en el Extranjero","Álava",3692,7276,1.79,0,3425,37.64,45.7,47.74,509
2004,3,"Total","Álava",22353,40067,1.79,0,3425,37.64,45.7,47.74,509
2004,4,"Residentes en España","Álava",19165,35183,1.78,0,3453,41.72,50.46,49.09,507
2004,4,"Residentes en el Extranjero","Álava",5180,8264,1.78,0,3453,41.72,50.46,49.09,507
2004,4,"Total","Álava",24346,43446,1.78,0,3453,41.72,50.46,49.09,507
2004,5,"Residentes en España","Álava",20801,38038,1.78,0,3453,44.01,53.48,54.4,526
2004,5,"Residentes en el Extranjero","Álava",5674,9169,1.78,0,3453,44.01,53.48,54.4,526
2004,5,"Total","Álava",26475,47206,1.78,0,3453,44.01,53.48,54.4,526
2004,6,"Residentes en España","Álava",21496,37795,1.73,0,3426,46.81,55.11,58.04,502
2004,6,"Residentes en el Extranjero","Álava",6336,10472,1.73,0,3426,46.81,55.11,58.04,502
2004,6,"Total","Álava",27832,48267,1.73,0,3426,46.81,55.11,58.04,502
2004,7,"Residentes en España","Álava",21523,41085,1.85,0,3424,50.38,60.63,59.22,515
2004,7,"Residentes en el Extranjero","Álava",7475,12623,1.85,0,3424,50.38,60.63,59.22,515
2004,7,"Total","Álava",28998,53708,1.85,0,3424,50.38,60.63,59.22,515
2004,8,"Residentes en España","Álava",21558,49092,2.08,0,3406,56.6,63.86,59.54,484
2004,8,"Residentes en el Extranjero","Álava",7594,11402,2.08,0,3406,56.6,63.86,59.54,484
2004,8,"Total","Álava",29152,60494,2.08,0,3406,56.6,63.86,59.54,484
2004,9,"Residentes en España","Álava",20876,39508,1.89,0,3408,51.46,66.24,60.56,503
2004,9,"Residentes en el Extranjero","Álava",7031,13226,1.89,0,3408,51.46,66.24,60.56,503
2004,9,"Total","Álava",27908,52734,1.89,0,3408,51.46,66.24,60.56,503
2004,10,"Residentes en España","Álava",22369,42618,1.88,0,3408,48.69,54.42,57.71,508
2004,10,"Residentes en el Extranjero","Álava",5055,8969,1.88,0,3408,48.69,54.42,57.71,508
2004,10,"Total","Álava",27424,51587,1.88,0,3408,48.69,54.42,57.71,508
2004,11,"Residentes en España","Álava",19873,35322,1.81,0,3381,41.17,45.62,51.54,492
2004,11,"Residentes en el Extranjero","Álava",3307,6573,1.81,0,3381,41.17,45.62,51.54,492
2004,11,"Total","Álava",23180,41896,1.81,0,3381,41.17,45.62,51.54,492
2004,12,"Residentes en España","Álava",17460,32858,1.9,0,3266,37.51,42.37,43.31,475
2004,12,"Residentes en el Extranjero","Álava",2575,5185,1.9,0,3266,37.51,42.37,43.31,475
2004,12,"Total","Álava",20035,38043,1.9,0,3266,37.51,42.37,43.31,475
2005,1,"Residentes en España","Álava",13210,23771,1.85,0,3155,30.87,29.31,39.81,490
2005,1,"Residentes en el Extranjero","Álava",3163,6449,1.85,0,3155,30.87,29.31,39.81,490
2005,1,"Total","Álava",16373,30220,1.85,0,3155,30.87,29.31,39.81,490
2005,2,"Residentes en España","Álava",16103,27636,1.8,0,3290,38.69,44.33,49.24,551
2005,2,"Residentes en el Extranjero","Álava",3677,8047,1.8,0,3290,38.69,44.33,49.24,551
2005,2,"Total","Álava",19779,35683,1.8,0,3290,38.69,44.33,49.24,551
2005,3,"Residentes en España","Álava",19231,36117,1.89,0,3380,42.22,56.71,51.58,549
2005,3,"Residentes en el Extranjero","Álava",4239,8303,1.89,0,3380,42.22,56.71,51.58,549
2005,3,"Total","Álava",23470,44420,1.89,0,3380,42.22,56.71,51.58,549
2005,4,"Residentes en España","Álava",19159,34830,1.87,0,3343,44.02,50.74,54.69,549
2005,4,"Residentes en el Extranjero","Álava",4518,9487,1.87,0,3343,44.02,50.74,54.69,549
2005,4,"Total","Álava",23677,44317,1.87,0,3343,44.02,50.74,54.69,549
2005,5,"Residentes en España","Álava",20437,39765,1.98,0,3364,49.84,58.67,61.39,545
2005,5,"Residentes en el Extranjero","Álava",5872,12341,1.98,0,3364,49.84,58.67,61.39,545
2005,5,"Total","Álava",26308,52105,1.98,0,3364,49.84,58.67,61.39,545
2005,6,"Residentes en España","Álava",21276,39192,1.84,0,3364,49.74,65.31,60.51,560
2005,6,"Residentes en el Extranjero","Álava",6043,11179,1.84,0,3364,49.74,65.31,60.51,560
2005,6,"Total","Álava",27319,50370,1.84,0,3364,49.74,65.31,60.51,560
2005,7,"Residentes en España","Álava",19009,37140,1.89,0,3364,47.7,51.9,56.02,561
2005,7,"Residentes en el Extranjero","Álava",7410,12736,1.89,0,3364,47.7,51.9,56.02,561
2005,7,"Total","Álava",26420,49876,1.89,0,3364,47.7,51.9,56.02,561
2005,8,"Residentes en España","Álava",23326,54433,2.18,0,3364,65.83,74.64,68.05,556
2005,8,"Residentes en el Extranjero","Álava",8500,15065,2.18,0,3364,65.83,74.64,68.05,556
2005,8,"Total","Álava",31825,69498,2.18,0,3364,65.83,74.64,68.05,556
2005,9,"Residentes en España","Álava",22492,42539,1.93,0,3364,55.27,66.65,65.77,574
2005,9,"Residentes en el Extranjero","Álava",6721,13699,1.93,0,3364,55.27,66.65,65.77,574
2005,9,"Total","Álava",29213,56239,1.93,0,3364,55.27,66.65,65.77,574
2005,10,"Residentes en España","Álava",22778,45021,1.97,0,3334,53.85,62.35,63.63,555
2005,10,"Residentes en el Extranjero","Álava",5566,10875,1.97,0,3334,53.85,62.35,63.63,555
2005,10,"Total","Álava",28344,55896,1.97,0,3334,53.85,62.35,63.63,555
2005,11,"Residentes en España","Álava",19941,35941,1.87,0,3326,43.77,51.38,54.38,565
2005,11,"Residentes en el Extranjero","Álava",3449,7837,1.87,0,3326,43.77,51.38,54.38,565
2005,11,"Total","Álava",23390,43778,1.87,0,3326,43.77,51.38,54.38,565
2005,12,"Residentes en España","Álava",15534,28666,1.87,0,3173,34.53,35.92,40.83,526
2005,12,"Residentes en el Extranjero","Álava",2703,5367,1.87,0,3173,34.53,35.92,40.83,526
2005,12,"Total","Álava",18237,34033,1.87,0,3173,34.53,35.92,40.83,526
2006,1,"Residentes en España","Álava",14462,24828,1.78,0,3221,31.35,33.5,40.41,529
2006,1,"Residentes en el Extranjero","Álava",3140,6476,1.78,0,3221,31.35,33.5,40.41,529
2006,1,"Total","Álava",17601,31304,1.78,0,3221,31.35,33.5,40.41,529
2006,2,"Residentes en España","Álava",15336,26669,1.81,0,3355,35.36,38.13,46.16,558
2006,2,"Residentes en el Extranjero","Álava",3034,6592,1.81,0,3355,35.36,38.13,46.16,558
2006,2,"Total","Álava",18370,33260,1.81,0,3355,35.36,38.13,46.16,558
2006,3,"Residentes en España","Álava",22096,36253,1.69,0,3417,41.91,53.21,51.21,553
2006,3,"Residentes en el Extranjero","Álava",4304,8299,1.69,0,3417,41.91,53.21,51.21,553
2006,3,"Total","Álava",26400,44552,1.69,0,3417,41.91,53.21,51.21,553
2006,4,"Residentes en España","Álava",22537,41572,1.85,0,3417,50.61,62.69,59.02,572
2006,4,"Residentes en el Extranjero","Álava",5591,10577,1.85,0,3417,50.61,62.69,59.02,572
2006,4,"Total","Álava",28128,52149,1.85,0,3417,50.61,62.69,59.02,572
2006,5,"Residentes en España","Álava",19611,34788,1.82,0,3423,43.9,53.57,54.8,564
2006,5,"Residentes en el Extranjero","Álava",6163,12030,1.82,0,3423,43.9,53.57,54.8,564
2006,5,"Total","Álava",25774,46817,1.82,0,3423,43.9,53.57,54.8,564
2006,6,"Residentes en España","Álava",21721,38135,1.75,0,3399,47.3,52.72,56.61,705
2006,6,"Residentes en el Extranjero","Álava",5993,10264,1.75,0,3399,47.3,52.72,56.61,705
2006,6,"Total","Álava",27714,48399,1.75,0,3399,47.3,52.72,56.61,705
2006,7,"Residentes en España","Álava",21927,40954,1.86,0,3404,50.92,61.16,59.78,571
2006,7,"Residentes en el Extranjero","Álava",6986,12957,1.86,0,3404,50.92,61.16,59.78,571
2006,7,"Total","Álava",28913,53911,1.86,0,3404,50.92,61.16,59.78,571
2006,8,"Residentes en España","Álava",24915,56001,2.06,0,3408,63.83,73.48,67.97,550
2006,8,"Residentes en el Extranjero","Álava",8542,12764,2.06,0,3408,63.83,73.48,67.97,550
2006,8,"Total","Álava",33457,68765,2.06,0,3408,63.83,73.48,67.97,550
2006,9,"Residentes en España","Álava",21332,40574,1.94,0,3423,52.22,65.13,64.55,564
2006,9,"Residentes en el Extranjero","Álava",6527,13367,1.94,0,3423,52.22,65.13,64.55,564
2006,9,"Total","Álava",27859,53940,1.94,0,3423,52.22,65.13,64.55,564
2006,10,"Residentes en España","Álava",21117,39260,1.8,0,3423,45.95,60.6,58.77,558
2006,10,"Residentes en el Extranjero","Álava",6086,9744,1.8,0,3423,45.95,60.6,58.77,558
2006,10,"Total","Álava",27203,49004,1.8,0,3423,45.95,60.6,58.77,558
2006,11,"Residentes en España","Álava",19640,34534,1.79,0,3410,41.47,56.09,55.04,555
2006,11,"Residentes en el Extranjero","Álava",4072,8002,1.79,0,3410,41.47,56.09,55.04,555
2006,11,"Total","Álava",23712,42536,1.79,0,3410,41.47,56.09,55.04,555
2006,12,"Residentes en España","Álava",17421,31873,1.84,0,3147,38.22,41.89,45.4,500
2006,12,"Residentes en el Extranjero","Álava",2874,5514,1.84,0,3147,38.22,41.89,45.4,500
2006,12,"Total","Álava",20295,37388,1.84,0,3147,38.22,41.89,45.4,500
2007,1,"Residentes en España","Álava",12961,22045,1.75,0,3161,27.92,31.39,37.44,468
2007,1,"Residentes en el Extranjero","Álava",2728,5351,1.75,0,3161,27.92,31.39,37.44,468
2007,1,"Total","Álava",15689,27395,1.75,0,3161,27.92,31.39,37.44,468
2007,2,"Residentes en España","Álava",14586,24468,1.74,0,3252,33.91,37.73,44.86,483
2007,2,"Residentes en el Extranjero","Álava",3203,6486,1.74,0,3252,33.91,37.73,44.86,483
2007,2,"Total","Álava",17789,30954,1.74,0,3252,33.91,37.73,44.86,483
2007,3,"Residentes en España","Álava",19608,33647,1.75,0,3401,40.48,44.47,53.08,505
2007,3,"Residentes en el Extranjero","Álava",4823,9086,1.75,0,3401,40.48,44.47,53.08,505
2007,3,"Total","Álava",24431,42733,1.75,0,3401,40.48,44.47,53.08,505
2007,4,"Residentes en España","Álava",19459,35255,1.81,0,3500,42.71,60.29,50.4,566
2007,4,"Residentes en el Extranjero","Álava",5538,9870,1.81,0,3500,42.71,60.29,50.4,566
2007,4,"Total","Álava",24997,45125,1.81,0,3500,42.71,60.29,50.4,566
2007,5,"Residentes en España","Álava",21210,34111,1.66,0,3461,42.82,57.72,57.14,565
2007,5,"Residentes en el Extranjero","Álava",6504,11972,1.66,0,3461,42.82,57.72,57.14,565
